Código Localidade;Logradouro;Bairro;Município;UF
13604181;RUA AUGUSTO METZKER;PARQUE DAS ARVORES;ARARAS;SP
58900000;RUA GREGORIO BEZERA;SANTA CECILIA;CAJAZEIRAS;PB
38401730;RUA JOAOQUIM ELIAS RODRIGUES;ACLIMACAO;UBERLANDIA;MG
76873270;AVENIDA CANAA;SETOR 2;ARIQUEMES;RO
68600000;AVENIDA CONEGO CLEMENTINO;VILA SINHA;BRAGANCA;PA
26262020;AVENIDA ABILIO AUGUSTO TAVORA;CENTRO;NOVA IGUACU;RJ
65000000;RUA OSCAR GALVAO;CENTRO;SAO LUIS;MA
79009790;AVENIDA TAMANDARE;VILA PLANALTO;CAMPO GRANDE;MS
20771001;AVENIDA DOM HELDER CAMARA;PILARES;RIO DE JANEIRO;RJ
87355000;RODOVIA BR 369;;JURANDA;PR
88070100;RUA SANTOS SARAIVA;ESTREITO;FLORIANOPOLIS;SC
05382030;RUA CIDADE DE CASTRO;JARDIM SARAH;SAO PAULO;SP
18111520;RUA AMALIA DAVID TRINCA;JARDIM ARCHILA;VOTORANTIM;SP
29300190;RUA CAPITAO DESLANDES;CENTRO;CACHOEIRO DE ITAPEMIRIM;ES
91010002;AVENIDA ASSIS BRASIL;CRISTO REDENTOR;PORTO ALEGRE;RS
49690000;AVENIDA MANOEL ELYGIO DA MOTA;CENTRO;MONTE ALEGRE DE SERGIPE;SE
68537000;RUA TABAJARA;VALE DOURADO;CANAA DOS CARAJAS;PA
88502050;RUA ARISTILIANO RAMOS;CENTRO;LAGES;SC
88950000;RUA DOUTOR NEREU RAMOS;CENTRO;JACINTO MACHADO;SC
04652035;RUA OLIVALDO VILA NOVA;JARDIM CIDALIA;SAO PAULO;SP
13311010;ESTRADA DO JACCU RECANTO SANTO ANTONIO;DOS CARVALHOS;ITU;SP
36045490;RUA SANTA TEREZINHA;SANTA TEREZINHA;JUIZ DE FORA;MG
85670000;AVENIDA NICOLAU INACIO;CENTRO;SALTO DO LONTRA;PR
54325000;AVENIDA BARRETO DE MENEZES;GUARARAPES;JABOATAO DOS GUARARAPES;PE
90010140;RUA URUGUAI;CENTRO HISTORICO;PORTO ALEGRE;RS
02565000;RUA BARTOLOMEU BERMEJO;CASA VERDE ALTA;SAO PAULO;SP
11013310;PRACA IGUATEMI MARTINS;VILA NOVA;SANTOS;SP
05630130;RUA PROFESSOR JOSE HORACIO MEIRELLES TEIXEIRA;VILA ANDRADE;SAO PAULO;SP
77645000;RUA MARCELINO CALDEIRA;CENTRO;LAJEADO;TO
29350000;RUA PROJETADA;JAQUEIRA;PRESIDENTE KENNEDY;ES
86020210;RUA RECIFE;JARDIM AGARI;LONDRINA;PR
72215070;QNM 7;CEILANDIA SUL;BRASILIA;DF
36660000;RUA ALIPIO COELHO SILVA;BELA VISTA;ALEM PARAIBA;MG
74740512;RUA EUNAPIO SOUZA LEAL SEM NU;RESIDENCIAL ARUANA;GOIANIA;GO
09570400;RUA CAV ERNESTO GIULIANO;OLIMPICO;SAO CAETANO DO SUL;SP
89280151;RUA AMBROSIUS PFEIFFER;CENTRO;SAO BENTO DO SUL;SC
61700000;DISTRITO PV CAMARA;DT CAMARA;AQUIRAZ;CE
19880970;RUA ANTONIO DA SILVA VIEIRA;CENTRO;CANDIDO MOTA;SP
59054530;RUA JAIRO TINOCO;LAGOA NOVA;NATAL;RN
87550000;AVENIDA GUAIRA;SAO JOAO;ALTONIA;PR
79002181;RUA DOM AQUINO;CENTRO;CAMPO GRANDE;MS
75560000;AVENIDA GOIAS;SETOR SULESTE;CACHOEIRA DOURADA;GO
76916000;RUA DA SAUDADE;CENTRO;PRESIDENTE MEDICI;RO
02636060;RUA AUGUSTO DOS SANTOS;VILA SANTOS;SAO PAULO;SP
75250970;RUA PROFESSOR HENRIAQUE PLECAT;SETOR CENTRAL 3 VILA SANTA ROSA;SENADOR CANEDO;GO
16370000;AVENIDA ADEMAR DE BARROS;CENTRO;PROMISSAO;SP
65055600;RUA SAO JORGE;JARDIM SAO CRISTOVAO;SAO LUIS;MA
15525000;RODOVIA PARISI A PEDRANOPOLIS;ZONA RURAL;PARISI;SP
57240000;MERCADO PULBLICO;CENTRO;SAO MIGUEL DOS CAMPOS;AL
75460000;RUA PEDRO JOSE DE CARVALHO;CENTRO;NEROPOLIS;GO
32639352;RUA SERGINHO;SAO JORGE;BETIM;MG
19500000;FAZENDA PAINEIRAS;KM 5;MARTINOPOLIS;SP
14530000;FAZENDA JUPIA;RURAL;MIGUELOPOLIS;SP
19865000;CHACARA AZZURRA;BAIRRO FAZENDA PEDRINHAS;PEDRINHAS PAULISTA;SP
32280090;RUA RIO VERDE;RIACHO DAS PEDRAS;CONTAGEM;MG
58410050;RUA PREFEITO ANTONIO SOUSA;LIBERDADE;CAMPINA GRANDE;PB
68750000;RODOVIA PA 136;CENTRO;CURUCA;PA
05777001;ESTRADA DO CAMPO LIMPO;VILA PREL;SAO PAULO;SP
15084250;RUA JOSE MUSEGANTE;JARDIM URANO;SAO JOSE DO RIO PRETO;SP
11740000;RUA MARIA ANTONIA LOPES LEITAO;JARDIM IVOTY;ITANHAEM;SP
33200000;RUA FIDELIS PROCOPIO BRAGA;CONJUNTO CAIEIRAS;VESPASIANO;MG
23045830;ESTRADA DO MONTEIRO;CAMPO GRANDE;RIO DE JANEIRO;RJ
61920130;RUA 104;ACARACUZINHO;MARACANAU;CE
57260000;RUA DO COMERCIO;ZONA RURAL;LIMOEIRO DE ANADIA;AL
43700000;RUA MAJOR TAPIOCA;KM 25;SIMOES FILHO;BA
13830970;RUA DOUTOR JORGE TIBIRICA;CENTRO;SANTO ANTONIO DE POSSE;SP
59535000;AVENIDA ALZIRA SORIANO;CENTRO;LAJES;RN
99050050;RUA OLAVO BILAC;PETROPOLIS;PASSO FUNDO;RS
38950000;RUA DEZENOVE;CENTRO;IBIA;MG
12245520;RUA PEDRO ERNESTO;VILA SANCHES;SAO JOSE DOS CAMPOS;SP
38400748;AVENIDA MONSENHOR EDUARDO;BOM JESUS;UBERLANDIA;MG
56313650;RUA IARA RODRIGUES DE ARAUJO;COSME E DAMIAO;PETROLINA;PE
89010203;RUA SETE DE SETEMBRO;CENTRO;BLUMENAU;SC
39335000;RUA ONZE;PEQUIZEIRO;JAPONVAR;MG
04578000;AVENIDA DAS NACOES UNIDAS;BROOKLIN NOVO;SAO PAULO;SP
65730000;AVENIDA PRESIDENTE VARGAS;CENTRO;SANTO ANTONIO DOS LOPES;MA
64010160;QUADRA MOCAMBINHO SETOR A;MOCAMBINHO;TERESINA;PI
64893000;RUA PEDRO GALES;CENTRO;TAMBORIL DO PIAUI;PI
89665000;RUA CARMELO ZOCOLI;CENTRO;CAPINZAL;SC
17560000;RUA 13 DE MAIO;CENTRO;VERA CRUZ;SP
21240330;RUA TALES DE CARVALHO;JARDIM AMERICA;RIO DE JANEIRO;RJ
36200001;PRACA PEDRO TEIXEIRA;CENTRO;BARBACENA;MG
16050095;RUA MARCILIO DIAS;SAO VICENTE;ARACATUBA;SP
72814300;QUADRA 98;JARDIM LAGO AZUL;LUZIANIA;GO
22753005;ESTRADA DO ITANHANGA;ITANHANGA;RIO DE JANEIRO;RJ
86300000;RUA PARAIBA;CENTRO;CORNELIO PROCOPIO;PR
49010390;RUA LAGARTO;SAO JOSE;ARACAJU;SE
41825000;AVENIDA ANTONIO CARLOS MAGALHAES;CENTRO;SALVADOR;BA
55004150;TRECHO SETE DE SETEMBRO;CENTRO;CARUARU;PE
38750000;PRACA JOSE BATISTA MARRA;CENTRO;PRESIDENTE OLEGARIO;MG
04547006;RUA GOMES DE CARVALHO;VILA OLIMPIA;SAO PAULO;SP
88803420;RUA FRANCISCO MILIOLI;SAO LUIZ;CRICIUMA;SC
40140380;RUA BELO HORIZONTE;BARRA AVENIDA;SALVADOR;BA
76484970;AVENIDA TIRADENTES;SETOR CENTRAL;SANTA TEREZA DE GOIAS;GO
48475000;RUA FLORIANO PEIXOTO;CENTRO;ITAPICURU;BA
35145000;RUA PADRE JOAO P DO AMARAL;CENTRO;SOBRALIA;MG
78088000;AVENIDA EDSON LUIS DA SILVA;TIJUCAL;CUIABA;MT
59075390;RUA PADRE GERMANO;NOVA DESCOBERTA;NATAL;RN
19260000;SITIO SANTA MARIA;ANTONIO CONSELHEIRO;MIRANTE DO PARANAPANEMA;SP
09725250;RUA DOUTOR CASTELO BRANCO;VILA DUZI;SAO BERNARDO DO CAMPO;SP
02726020;RUA HANNA ABDUCH;VILA PALMEIRAS;SAO PAULO;SP
59054620;RUA CONEGO LUIZ WANDERLEY;LAGOA NOVA;NATAL;RN
88134775;RUA VALDOMIRO JOAO ESPINDOLA;ARIRIU FORMIGA;PALHOCA;SC
15093000;AVENIDA ANISIO HADDAD;JARDIM VIVENDAS;SAO JOSE DO RIO PRETO;SP
72940000;RUA JOAO BRASIL BASTOS;LINDO HORIZONTE;ABADIANIA;GO
95650000;RUA FRITZ ROBINSON;FIGUEIRA;IGREJINHA;RS
89012150;RUA DESEMBARGADOR PEDRO SILVA;VICTOR KONDER;BLUMENAU;SC
15050006;AVENIDA PHILADELPHO MANOEL GOUVEIA NETTO;JARDIM MONA;SAO JOSE DO RIO PRETO;SP
29052100;RUA GABRIEL ELIAS TECKLA;SANTO ANTONIO;VITORIA;ES
58450000;RUA INDEPENDENCIA;CENTRO;BOQUEIRAO;PB
94510020;AVENIDA OSVALDO GODOY GOMES;VILA AUGUSTA;VIAMAO;RS
55002200;RUA VIGARIO FREIRE;CENTRO;CARUARU;PE
76400000;AVENIDA CORONEL GASPAR;SAO SEBASTIAO;URUACU;GO
65020250;RUA OSVALDO CRUZ;CENTRO;SAO LUIS;MA
07991000;RUA DAS MARGARIDAS;VILA ESPANHOLA;FRANCISCO MORATO;SP
18760000;FAZENDA MACUCO;MACUCO;CERQUEIRA CESAR;SP
89120000;RUA BLUMENAU;CENTRO;TIMBO;SC
39670000;AVENIDA TANCREDO NEVES;SAO JOAO BATISTA;ITAMARANDIBA;MG
76864000;AVENIDA CUJUBIM;SETOR 4;CUJUBIM;RO
86770000;RUA APUCARANA;CENTRO;SANTA FE;PR
01024000;RUA DA CANTAREIRA;CENTRO;SAO PAULO;SP
44032168;RUA H;CAMPO LIMPO;FEIRA DE SANTANA;BA
12450000;SITIO DO GORDURA;JOSE DA ROSA;SANTO ANTONIO DO PINHAL;SP
79813050;RUA ITALIVIO DE SOUZA PAEL;JARDIM RASSLEM;DOURADOS;MS
15450000;FAZENDA SANTA IRENE;ZONA RURAL;ONDA VERDE;SP
39480000;AVENIDA CONEGO RAMIRO LEITE;CENTRO;JANUARIA;MG
17300000;AVENIDA D PEDRO I;CENTRO;DOIS CORREGOS;SP
31035470;RUA SAO JOAQUIM;SAGRADA FAMILIA;BELO HORIZONTE;MG
76937000;RUA PROJETADA;SAO DOMINGOS DO GUAPORE;COSTA MARQUES;RO
62685000;RUA PEDRO RODRIGUES DA COSTA;CENTRO;PARAIPABA;CE
02340002;AVENIDA NOVA CANTAREIRA;TUCURUVI;SAO PAULO;SP
06140102;RUA JOSE MARTINS DE SOUZA;CONCEICAO;OSASCO;SP
95660000;RUA IMPERATRIZ LEOPOLDINA;CENTRO;TRES COROAS;RS
03071050;RUA ICARAI;TATUAPE;SAO PAULO;SP
58382000;RUA BELA VISTA;CENTRO;RIACHAO DO BACAMARTE;PB
48860000;AVENIDA NONATO MARQUES;CENTRO;QUEIMADAS;BA
60810786;AVENIDA ROGACIANO LEITE;AGUA FRIA;FORTALEZA;CE
46860000;TRAVESSA PACIFICO TEIXEIRA RAMOS;CENTRO;IACU;BA
36340000;PRACA CORONEL SOUZA MAIA;CENTRO;RESENDE COSTA;MG
78660000;RUA DEOCLECIANO DOS SANTOS;CENTRO;LUCIARA;MT
88101000;AVENIDA PRESIDENTE KENNEDY;CAMPINAS;SAO JOSE;SC
40230650;RUA MIGUEL LEMOS;FEDERACAO;SALVADOR;BA
72610600;QUADRA 206;RECANTO DAS EMAS;BRASILIA;DF
05818300;RUA JOAQUIM CONSTANTINO;JARDIM VERGUEIRO;SAO PAULO;SP
58755000;AVENIDA CORONEL FLORENTINO;CENTRO;PRINCESA ISABEL;PB
18056580;RUA JOAO JOSE DUARTE;JARDIM SAO MARCOS;SOROCABA;SP
74465539;RUA C 178;JARDIM AMERICA;GOIANIA;GO
11095210;RUA DOUTOR MARIO GRACHO PINHEIRO LIMA;SAO MANOEL;SANTOS;SP
96170000;DISTRITO 6O;INTERIOR;SAO LOURENCO DO SUL;RS
11900000;AVENIDA PREFEITO JONAS BANKS LEITE;CENTRO;REGISTRO;SP
38045610;RUA JOSE LUIZ DIEGUEZ;MARGARIDA R AZEVEDO;UBERABA;MG
65850000;TRAVESSA MEIO AMBIENTE;CENTRO;MIRADOR;MA
89176000;RUA MEXICO;CENTRO;TROMBUDO CENTRAL;SC
05008001;RUA JOAO RAMALHO;PERDIZES;SAO PAULO;SP
85960000;RUA GUAIRA;PATO BRAGADO;MARECHAL CANDIDO RONDON;PR
58020388;LOCALIDADE BLOCO D BOX;MANGABEIRA;JOAO PESSOA;PB
29704380;RUA BERNARDO AUGUSTO SPERANDIO;HONORIO FRAGA;COLATINA;ES
31255550;RUA QUINTINO BOCAIUVA;JARAGUA;BELO HORIZONTE;MG
80320090;RUA PROFESSOR ULISSES VIEIRA;VILA IZABEL;CURITIBA;PR
69042080;RUA CLISSIA MONTEIRO MAIA;ALVORADA;MANAUS;AM
79020200;RUA MATO GROSSO;SANTA FE;CAMPO GRANDE;MS
74780160;RUA DOUTOR JOAQUIM S SOUZA;SANTO HILARIO;GOIANIA;GO
29171265;RUA SOLIMOES;SERRA DOURADA II;SERRA;ES
48790000;RUA HELCIO ANDRADE;CENTRO;TUCANO;BA
16201203;RUA MANOEL COALHATO;RECANTO VERDE;BIRIGUI;SP
40454260;RUA DIRETA DO URUGUAI;URUGUAI;SALVADOR;BA
93265000;RUA RIO GRANDE;CENTRO;ESTEIO;RS
01001010;RUA LAURENTINO DOS SANTOS;VILA PROGRESSO;SAO PAULO;SP
17204350;AVENIDA INACIO CURI;JARDIM SANZOVO;JAU;SP
68790000;RODOVIA BR 316;AMERICANO;SANTA ISABEL DO PARA;PA
69030665;AVENIDA BRASIL;VILA DA PRATA;MANAUS;AM
08573210;RUA MARIANA;VILA VIRGINIA;ITAQUAQUECETUBA;SP
65590000;RUA MONSENHOR GENTIL;CENTRO;BARREIRINHAS;MA
78795000;AVENIDA FERNANDO CORREIA DA COSTA;CENTRO;PEDRA PRETA;MT
76806659;RODOVIA BR 364;ZONA RURAL;PORTO VELHO;RO
29400000;RUA 23 DE MAIO;ALTO SAO SEBASTIAO;MIMOSO DO SUL;ES
04041001;AVENIDA ONZE DE JUNHO;VILA CLEMENTINO;SAO PAULO;SP
79086390;RUA BARRA MANSA;GUANANDI;CAMPO GRANDE;MS
87910000;RUA AFONSO PENA;CENTRO;SANTA ISABEL DO IVAI;PR
35400000;RUA SANTA EFIGENIA;ANTONIO DIAS;OURO PRETO;MG
74620385;RUA 3;SETOR MORAIS;GOIANIA;GO
30881520;RUA ENEIDA;NOVO GLORIA;BELO HORIZONTE;MG
21061020;AVENIDA ITAOCA;BONSUCESSO;RIO DE JANEIRO;RJ
85575000;RUA DAS AMERICAS;CENTRO;SAO JORGE D OESTE;PR
12900000;RODOVIA CAPITAO BARDUINO;CURITIBANOS;BRAGANCA PAULISTA;SP
03054040;RUA CORONEL ANTONIO MARCELO;BELENZINHO;SAO PAULO;SP
85555000;RUA ACHILES SAPORITE;CENTRO;PALMAS;PR
68040050;AVENIDA MENDONCA FURTADO;ALDEIA;SANTAREM;PA
15010040;RUA PEDRO AMARAL;BOA VISTA;SAO JOSE DO RIO PRETO;SP
38700186;RUA DUQUE DE CAXIAS;BRASIL;PATOS DE MINAS;MG
82980090;RUA LUIZ CARLOS DORECKI;CAJURU;CURITIBA;PR
29313420;RUA JOAO MISSI;BNH;CACHOEIRO DE ITAPEMIRIM;ES
20740200;RUA CRISTOVAO PENHA;PIEDADE;RIO DE JANEIRO;RJ
01327000;RUA 13 DE MAIO;BELA VISTA;SAO PAULO;SP
35940000;RUA DOUTOR ELIEZER MACHADO;CENTRO;RIO PIRACICABA;MG
04905020;ESTRADA DO M BOI MIRIM;JARDIM DAS FLORES;SAO PAULO;SP
65715000;RUA ELIEZER MOREIRA;CENTRO;LAGO DA PEDRA;MA
58680000;RUA SAO JOSE;CENTRO;TAPEROA;PB
85875000;RUA DO MAGISTERIO;CENTRO;SANTA TEREZINHA DE ITAIPU;PR
70000000;SGVC SUL;GUARA;BRASILIA;DF
83880000;RODOVIA BR 116;;RIO NEGRO;PR
80730200;RUA CARLOS DE CARVALHO;BATEL;CURITIBA;PR
74917380;AVENIDA BURITIS;VILA ALZIRA;APARECIDA DE GOIANIA;GO
55200000;RUA MARECHAL COSTA E SILVA;CENTENARIO;PESQUEIRA;PE
51170300;AVENIDA ENGENHEIRO ALVES DE SOUZA;IMBIRIBEIRA;RECIFE;PE
14060560;RUA TOCANTINS;IPIRANGA;RIBEIRAO PRETO;SP
29680000;RUA PROJETADA;SANTO AFONSO;JOAO NEIVA;ES
11709000;AVENIDA PRESIDENTE KENNEDY;SOLEMAR;PRAIA GRANDE;SP
33500971;RUA MARIA RODRIGUES;CENTRO;CONFINS;MG
95040000;RUA GENERAL ARCY DA ROCHA NOBREGA;JARDIM AMERICA;CAXIAS DO SUL;RS
45998400;AVENIDA PRESIDENTE GETULIO VARGAS;VILA VARGAS;TEIXEIRA DE FREITAS;BA
15900000;AVENIDA LINDA ANTONIO MANSUR;JARDIM DAS AMERICAS;TAQUARITINGA;SP
68275000;SETOR ALMOXARIFADO CENTRAL;PORTO TROMBETAS;ORIXIMINA;PA
01419001;ALAMEDA SANTOS;CERQUEIRA CESAR;SAO PAULO;SP
47600000;RUA ZECA MIRANDA;LAGOA GRANDE;BOM JESUS DA LAPA;BA
29100301;RUA SETE DE SETEMBRO;CENTRO;VILA VELHA;ES
88215000;AVENIDA ARACA;SERTAOZINHO;BOMBINHAS;SC
31255510;RUA FLOR DE ORQUIDEA;SANTA ROSA;BELO HORIZONTE;MG
84500000;RUA TRES;NHAPINDAZAL;IRATI;PR
11665100;RUA VEREADOR ANTONIO CRUZ AROUCA;INDAIA;CARAGUATATUBA;SP
90550110;AVENIDA AUGUSTO MEYER;HIGIENOPOLIS;PORTO ALEGRE;RS
78600000;RUA SIMIAO ARRAYA;VISTA ALEGRE;BARRA DO GARCAS;MT
76330000;AVENIDA BERNARDO SAYAO;RESIDENCIAL PRIMAVERA;JARAGUA;GO
65900970;RUA NAUTICO CLUBE;BALNEARIO;IMPERATRIZ;MA
29785000;RUA MANOEL MATIAS;BOA VISTA;VILA VALERIO;ES
13056105;RUA ANTONIO ROSIQUE GARCIA;JARDIM AERONAVE DE VIRACOPOS;CAMPINAS;SP
34006100;RUA JOSE ESTEVES DE AVILA;JARDINAVES;NOVA LIMA;MG
08021090;RUA TENENTE MIGUEL DELIA;VILA ROSARIA;SAO PAULO;SP
62750000;AVENIDA 4;IDEAL;ARACOIABA;CE
09240171;RUA JAPAO;JARDIM SANTO ANTONIO;SANTO ANDRE;SP
16078030;RUA BRIGADEIRO FARIA LIMA;PARQUE INDUSTRIAL;ARACATUBA;SP
12530000;FAZENDA CACHOEIRA;CACHOEIRA;CUNHA;SP
39563972;RUA SALINAS;CENTRO;SANTA CRUZ DE SALINAS;MG
12281260;RODOVIA PRESIDENTE DUTRA;PARQUE RESIDENCIAL NOVA CACAPAVA;CACAPAVA;SP
36035410;RUA NELSON GOMES CARVALHO;VALE DO IPE;JUIZ DE FORA;MG
67140610;TRAVESSA WE;CIDADE NOVA;ANANINDEUA;PA
80620010;RUA DOM PEDRO I;AGUA VERDE;CURITIBA;PR
01001010;RUA BEATRIZ DE MELO;VILA PROGRESSO;SAO PAULO;SP
55330000;PRACA D PEDRO II;CENTRO;BOM CONSELHO;PE
05142080;RUA FELISBINO DOS SANTOS;CHACARA INGLESA;SAO PAULO;SP
53635155;RUA JOAO ALVES BERENGUER;CRUZ DE REBOUCAS;IGARASSU;PE
13184470;RUA CAPITAO LOURIVAL MEY;REMANSO CAMPINEIRO;HORTOLANDIA;SP
36780000;AVENIDA PREFEITO ALENCAR RIBEIRO;DISTRITO INDUSTRIAL;ASTOLFO DUTRA;MG
13209180;RUA PROFESSOR ERNESTINA RIBEIRO;JARDIM PARIS;JUNDIAI;SP
92030050;RUA CANUDOS;ESTANCIA VELHA;CANOAS;RS
95330000;RUA MARECHAL DEODORO DA FONSECA;CENTRO;VERANOPOLIS;RS
76980000;RUA GONCALVES DIAS;CENTRO;VILHENA;RO
69301011;AVENIDA DA CONSOLATA;CENTRO;BOA VISTA;RR
58059200;RUA LEOPOLDO PEREIRA LIMA;MANGABEIRA;JOAO PESSOA;PB
78556008;RUA DAS SERINGUEIRAS;JARDIM BOTANICO;SINOP;MT
68905160;RUA LEOPOLDO MACHADO;CENTRAL;MACAPA;AP
35450000;RUA ARTUR BERNARDES;CENTRO;ITABIRITO;MG
35160004;AVENIDA 28 DE ABRIL;CENTRO;IPATINGA;MG
08775000;AVENIDA LOTHAR WALDEMAR HOEHNE;JARDIM NAUTICO;MOGI DAS CRUZES;SP
88230970;AVENIDA JOAQUIM JOSE DE SANTANA;CENTRO;CANELINHA;SC
15015600;RUA BENJAMIM CONSTANT;VILA IMPERIAL;SAO JOSE DO RIO PRETO;SP
92425507;RUA ZOLMAR MACHADO DOS SANTOS;SAO JOSE;CANOAS;RS
18200009;RUA MONSENHOR SOARES;CENTRO;ITAPETININGA;SP
33010200;RUA DO CARMO;CENTRO;SANTA LUZIA;MG
49035020;PRACA DURVAL DE ANDRADE;ATALAIA VELHA;ARACAJU;SE
16370000;AVENIDA RIO GRANDE;CENTRO;PROMISSAO;SP
43900000;RUA SANTA RITA;CENTRO;SAO FRANCISCO DO CONDE;BA
12720690;RUA DARIO A OLIVEIRA;VILA NOVAES;CRUZEIRO;SP
83900000;RUA ALTINO PEREIRA DE LIMA;CENTRO;SAO MATEUS DO SUL;PR
03949100;AVENIDA MATEO BEI;SAO MATEUS;SAO PAULO;SP
87010460;AVENIDA ITORORO;ZONA 2;MARINGA;PR
94475130;RUA CONDE DOS ARCOS;VILA SANTA LAURA;VIAMAO;RS
60150160;AVENIDA SANTOS DUMONT;ALDEOTA;FORTALEZA;CE
56230000;PRACA CASTELO BRANCO;CENTRO;EXU;PE
60415000;AVENIDA EDUARDO GIRAO;BENFICA;FORTALEZA;CE
44002064;RUA MARECHAL DEODORO;CENTRO;FEIRA DE SANTANA;BA
85804390;RUA DOS JASMINS;GUARUJA;CASCAVEL;PR
57800000;RUA ORLANDO BUGARIM;CENTRO;UNIAO DOS PALMARES;AL
57082560;LOTEAMENTO SANTA LUCIA;SANTA LUCIA;MACEIO;AL
35170460;RUA DOUTOR QUERUBINHO;CENTRO;CORONEL FABRICIANO;MG
86850000;RUA CORNELIO PROCOPIO;CENTRO;ROSARIO DO IVAI;PR
30110067;AVENIDA DO CONTORNO;BARRO PRETO;BELO HORIZONTE;MG
68445000;AVENIDA TV SANTO ANTONIO;CENTRO;BARCARENA;PA
56395000;AVENIDA DOUTOR RICARDO SOARES;CENTRO;LAGOA GRANDE;PE
04430070;AVENIDA BENTO XV;VILA MISSIONARIA;SAO PAULO;SP
12570000;AVENIDA PADROEIRA DO BRASIL;AROEIRA;APARECIDA;SP
65238970;PRACA SANTO ANTONIO;CENTRO;PALMEIRANDIA;MA
15895000;AVENIDA MESSIAS V FERREIRA;CENTRO;CEDRAL;SP
90820050;RUA FLORINHA;CAVALHADA;PORTO ALEGRE;RS
90130100;RUA BARAO DO TRIUNFO;MENINO DEUS;PORTO ALEGRE;RS
04377030;RUA JOSE LACERDA;VILA MIRA;SAO PAULO;SP
12608370;RUA ZANIN;SANTO ANTONIO;LORENA;SP
02542110;RUA ABURA;SITIO DO MANDAQUI;SAO PAULO;SP
05140000;RUA SOLDADO JOAO DE OLIVEIRA;CHACARA INGLESA;SAO PAULO;SP
69010030;RUA LOBO D ALMADA;CENTRO;MANAUS;AM
60170002;AVENIDA DESEMBARGADOR MOREIRA;ALDEOTA;FORTALEZA;CE
69900460;AVENIDA CEARA;CENTRO;RIO BRANCO;AC
39508000;AVENIDA CORONEL MOACIR JOSE DA SILVA;CENTRO;JAIBA;MG
28623510;TRAVESSA MANOEL DUARTE;OLARIA;NOVA FRIBURGO;RJ
29052290;RUA PADRE ANTONIO;PRAIA DO SUA;VITORIA;ES
98550000;AVENIDA JOAO PEDRO DE MOURA;;REDENTORA;RS
95890000;RUA DALTRO FILHO;TEUTONIA;TEUTONIA;RS
90040000;RUA SANTANA;SANTANA;PORTO ALEGRE;RS
18860000;RUA LAZARO FERNANDES PINHEIRO;CENTRO;TIMBURI;SP
18130270;RUA BARAO DE PIRATININGA;CENTRO;SAO ROQUE;SP
91220580;PRACA RUY BARBOSA;CENTRO;PORTO ALEGRE;RS
89202205;AVENIDA GETULIO VARGAS;BUCAREIN;JOINVILLE;SC
95082120;RUA LOURENCO PERGHER;PANAZZOLO;CAXIAS DO SUL;RS
96200540;RUA TEIXEIRA JUNIOR;CIDADE NOVA;RIO GRANDE;RS
14700444;RUA SILVIO SALLATA;CENTENARIO;BEBEDOURO;SP
50690300;RUA JORNALISTA GILBERTO OSORIO;IPUTINGA;RECIFE;PE
14270000;RUA FRANCISCO CARVALHO DE ANDRADE;CENTRO;SANTA ROSA DE VITERBO;SP
05725050;RUA EDUARDO AMBUBA;VILA ANDRADE;SAO PAULO;SP
72870104;QUADRA 4;VALPARAISO II;VALPARAISO DE GOIAS;GO
09920230;RUA BEBEDOURO;VILA MARIA LEONOR;DIADEMA;SP
62880502;RUA SAO FRANCISCO;MANGUEIRAL;HORIZONTE;CE
83255000;RUA ANTONIO VICENTE SILVA;BALNEARIO IPANEMA;PONTAL DO PARANA;PR
03923010;RUA LUIZ PARISOTTO;SAPOPEMBA;SAO PAULO;SP
33200000;AVENIDA UM;MORRO ALTO;VESPASIANO;MG
83255000;AVENIDA XINGU;BALNEARIO IPANEMA;PONTAL DO PARANA;PR
98400000;LINHA 21 DE ABRIL;INTERIOR;FREDERICO WESTPHALEN;RS
39527000;RODOVIA MGT BR;ZONA RURAL;MATO VERDE;MG
68501170;AVENIDA 1 DE JUNHO;JARDIM UNIAO;MARABA;PA
06730000;ESTRADA DA BONANZA;DA LAGOA;VARGEM GRANDE PAULISTA;SP
03002000;AVENIDA RANGEL PESTANA;BRAS;SAO PAULO;SP
25615532;RUA QUISSAMA;QUISSAMA;PETROPOLIS;RJ
13360000;FAZENDA BOM JARDIM;SEDE;CAPIVARI;SP
04346090;RUA DAS OITICICAS;VILA PARQUE JABAQUARA;SAO PAULO;SP
79730000;RUA MELVIN JONES;VILA INDUSTRIAL;GLORIA DE DOURADOS;MS
13563502;RUA DOUTOR ULYSSES FERNANDES NUNES;JARDIM SAO CARLOS 5;SAO CARLOS;SP
15990000;SITIO SAO JOAO;SAO LOURENCO DO TURVO;MATAO;SP
77825808;RUA 30;VILA NORTE;ARAGUAINA;TO
92330300;RUA CARAZINHO;MATHIAS VELHO;CANOAS;RS
29885000;RUA CASTELO BRANCO;CENTRO;PONTO BELO;ES
07034911;RODOVIA PRESIDENTE DUTRA;ITAPEGICA V HERMINA;GUARULHOS;SP
37220970;RUA HERCULANO CASTANHEIRA;CENTRO;BOM SUCESSO;MG
83040160;RUA MARINGA;SAO CRISTOVAO;SAO JOSE DOS PINHAIS;PR
35570000;AVENIDA HUMORISTA;ROSA MISTICA;FORMIGA;MG
11618050;ESTRADA DA PRAIA PRETA;BORACEIA;SAO SEBASTIAO;SP
